,tweet_created_at,tweet_user_id,tweet_entities,tweet_public_metrics,tweet_text,tweet_annotations,tweet_user_id,tweet_user_name,tweet_user_metrics,tweet_user_verified
0,2022-04-16 23:59:51+00:00,213115518,"{'annotations': [{'start': 89, 'end': 91, 'probability': 0.4939, 'type': 'Organization', 'normalized_text': 'CCP'}, {'start': 104, 'end': 108, 'probability': 0.622, 'type': 'Organization', 'normalized_text': 'Tesla'}, {'start': 113, 'end': 120, 'probability': 0.9217, 'type': 'Place', 'normalized_text': 'Shanghai'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'passthebeano', 'id': '2693713662'}, {'start': 18, 'end': 28, 'username': 'wolfejosh', 'id': '15370019'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @passthebeano: @wolfejosh Few believe this will happen. That said, in my opinion, the CCP only wooed Tesla to Shanghai to sample the sec…","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781972125171060736', 'name': 'Auto'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528646185070592', 'name': 'Luxury Cars', 'description': 'Luxury'}}]",213115518,TSLAQ Twin,"{'followers_count': 350, 'following_count': 1651, 'tweet_count': 41620, 'listed_count': 15}",False
1,2022-04-16 23:59:50+00:00,1371643866735013892,"{'cashtags': [{'start': 93, 'end': 98, 'tag': 'TSLA'}, {'start': 107, 'end': 112, 'tag': 'BBAI'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'MrJGBanks', 'id': '764585047'}]}","{'retweet_count': 168, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @MrJGBanks: Cashapp $20 Stock Giveaway

RT LIKE and 

Drop your favorite ticker like this $TSLA or this $BBAI","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1260258664293601280', 'name': 'Cash App'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1237094778463858688', 'name': 'Fintech'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",1371643866735013892,anna worsnip,"{'followers_count': 605, 'following_count': 1883, 'tweet_count': 56529, 'listed_count': 10}",False
2,2022-04-16 23:59:33+00:00,468965627,"{'cashtags': [{'start': 31, 'end': 37, 'tag': 'TslaQ'}, {'start': 94, 'end': 99, 'tag': 'Tsla'}], 'mentions': [{'start': 3, 'end': 10, 'username': 'CJ_NFA', 'id': '811747551166791680'}]}","{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @CJ_NFA: What if I told you $TslaQ followers were tricked into the movement by clandestine $Tsla investors in order to artificially lowe…,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878402157629440', 'name': 'Investors and patents', 'description': 'Investors and patents'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",468965627,Tricia Cyman,"{'followers_count': 112, 'following_count': 441, 'tweet_count': 18332, 'listed_count': 0}",False
3,2022-04-16 23:59:30+00:00,916055222316949504,"{'cashtags': [{'start': 53, 'end': 57, 'tag': 'BTC'}, {'start': 75, 'end': 80, 'tag': 'TSLA'}, {'start': 98, 'end': 103, 'tag': 'NVDA'}, {'start': 121, 'end': 126, 'tag': 'NFLX'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'charliebilello', 'id': '1413027896'}]}","{'retweet_count': 157, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @charliebilello: Returns, Last 10 Years..
Bitcoin $BTC: +820,509%
Tesla $TSLA: +14,628%
NVIDIA $NVDA: +6,207%
Netflix $NFLX: +2,190%
Ama…","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1480944075918352385', 'name': 'Nvidia'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301195966125494272', 'name': '$BTC'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1303039598570819584', 'name': '$NFLX'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1313539885362343936', 'name': '$NVDA'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781972125171060736', 'name': 'Auto'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10041873021', 'name': 'NVIDIA'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528646185070592', 'name': 'Luxury Cars', 'description': 'Luxury'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10041873021', 'name': 'NVIDIA'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",916055222316949504,Sir Henrik,"{'followers_count': 299, 'following_count': 4736, 'tweet_count': 13993, 'listed_count': 9}",False
4,2022-04-16 23:59:20+00:00,213115518,"{'cashtags': [{'start': 47, 'end': 53, 'tag': 'tslaQ'}, {'start': 54, 'end': 59, 'tag': 'TSLA'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'Paul91701736', 'id': '1005530743'}]}","{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @Paul91701736: 4/20 gonna be lit this year. $tslaQ $TSLA,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",213115518,TSLAQ Twin,"{'followers_count': 350, 'following_count': 1651, 'tweet_count': 41620, 'listed_count': 15}",False
5,2022-04-16 23:59:05+00:00,21826347,"{'cashtags': [{'start': 115, 'end': 120, 'tag': 'TSLA'}, {'start': 121, 'end': 126, 'tag': 'TWTR'}], 'annotations': [{'start': 64, 'end': 67, 'probability': 0.4963, 'type': 'Organization', 'normalized_text': 'Elon'}], 'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/eCPgpaudgr', 'expanded_url': 'https://www.wsj.com/articles/elon-musk-techs-cash-poor-billionaire-11588967043', 'display_url': 'wsj.com/articles/elon-…'}]}","{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}","I’m old enough to remember this article from when everyone knew Elon didn’t have the cash for any lawsuit payouts. $TSLA $TWTR 

https://t.co/eCPgpaudgr","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '984848492387483648', 'name': 'TWTR Earnings', 'description': 'TWTR Earnings'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1303034843911995392', 'name': '$TWTR'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '984848492387483648', 'name': 'TWTR Earnings', 'description': 'TWTR Earnings'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",21826347,Suspected Saboteur 🇺🇦,"{'followers_count': 3084, 'following_count': 1584, 'tweet_count': 47586, 'listed_count': 55}",False
6,2022-04-16 23:59:05+00:00,1010502957853478914,"{'annotations': [{'start': 44, 'end': 52, 'probability': 0.7107, 'type': 'Person', 'normalized_text': 'Elon Musk'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'PlainSite', 'id': '398437761'}]}","{'retweet_count': 167, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @PlainSite: Between April 1 and April 5, Elon Musk lost an important motion in federal court—in secret. As you can see, Document 387 is…","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",1010502957853478914,💛🐝THEE JewelHunter🇵🇷🇹🇹🇻🇮🏳️‍🌈,"{'followers_count': 2459, 'following_count': 4995, 'tweet_count': 121130, 'listed_count': 0}",False
7,2022-04-16 23:59:02+00:00,213115518,"{'annotations': [{'start': 52, 'end': 60, 'probability': 0.4776, 'type': 'Person', 'normalized_text': 'Elon Musk'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'MelaynaLokosky', 'id': '2531643876'}, {'start': 95, 'end': 102, 'username': 'Google', 'id': '20536157'}, {'start': 120, 'end': 134, 'username': 'Tesmanian_com', 'id': '1100520274200416256'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @MelaynaLokosky: Media needs to over-correct the Elon Musk billionaire hero narrative &amp; @Google needs to deindex @Tesmanian_com @cleante…,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1395474411180892160', 'name': 'Google brand conversation'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",213115518,TSLAQ Twin,"{'followers_count': 350, 'following_count': 1651, 'tweet_count': 41620, 'listed_count': 15}",False
8,2022-04-16 23:58:54+00:00,213115518,"{'mentions': [{'start': 3, 'end': 16, 'username': 'passthebeano', 'id': '2693713662'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @passthebeano: ""Defendants shall file a response by 9:00 a.m., April 20, 2022""

4/20. Hahahahaha...

This is not your grandfather's Judg…","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",213115518,TSLAQ Twin,"{'followers_count': 350, 'following_count': 1651, 'tweet_count': 41620, 'listed_count': 15}",False
9,2022-04-16 23:58:47+00:00,213115518,"{'cashtags': [{'start': 114, 'end': 119, 'tag': 'TSLA'}, {'start': 120, 'end': 126, 'tag': 'TSLAQ'}, {'start': 127, 'end': 132, 'tag': 'TWTR'}], 'annotations': [{'start': 18, 'end': 21, 'probability': 0.4858, 'type': 'Person', 'normalized_text': 'Elon'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'passthebeano', 'id': '2693713662'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @passthebeano: Elon: ""At this point, I know more about the legal system than anyone currently alive on earth""

$TSLA $TSLAQ $TWTR","[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '984848492387483648', 'name': 'TWTR Earnings', 'description': 'TWTR Earnings'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894852779900928', 'name': 'Stocks & indices', 'description': 'Stocks'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1301568510271709184', 'name': '$TSLA'}}, {'domain': {'id': '166', 'name': 'Stocks', 'description': 'for individual and types of stocks, e.g., $TRX, $QQQ'}, 'entity': {'id': '1303034843911995392', 'name': '$TWTR'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '984848492387483648', 'name': 'TWTR Earnings', 'description': 'TWTR Earnings'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '788929372342263808', 'name': 'Cheddar', 'description': 'Cheddar'}}]",213115518,TSLAQ Twin,"{'followers_count': 350, 'following_count': 1651, 'tweet_count': 41620, 'listed_count': 15}",False
